39.538 3.455
42.837 3.467
46.405 3.468
49.728 3.480
53.296 3.479
56.642 3.490
60.209 3.490
63.578 3.500
68.797 3.428
72.079 3.438
75.608 3.436
78.909 3.446
82.435 3.443
85.753 3.452
89.274 3.449
92.609 3.457
97.676 3.388
100.927 3.394
104.403 3.392
107.668 3.399
111.138 3.395
114.416 3.400
117.877 3.396
121.165 3.401
126.060 3.336
129.267 3.340
132.681 3.335
135.897 3.340
139.300 3.334
142.525 3.337
145.917 3.331
149.146 3.334
153.853 3.274
157.008 3.276
160.349 3.270
163.508 3.272
166.834 3.265
169.996 3.266
173.310 3.259
176.472 3.259
180.984 3.204
184.078 3.204
187.337 3.197
190.430 3.196
193.675 3.189
196.766 3.187
199.996 3.179
203.084 3.177
207.397 3.128
210.423 3.126
213.597 3.118
216.618 3.115
219.775 3.107
222.791 3.104
225.932 3.096
228.940 3.091
233.055 3.048
236.009 3.045
239.094 3.035
242.156 3.031
245.302 3.022
248.318 3.017
251.445 3.008
254.451 3.002
258.450 2.965
261.406 2.961
264.478 2.951
267.422 2.945
270.475 2.936
273.408 2.929
276.441 2.919
279.359 2.912
283.169 2.881
286.046 2.875
289.025 2.866
291.887 2.859
294.847 2.849
297.694 2.841
300.633 2.831
303.465 2.823
307.092 2.798
309.889 2.790
312.766 2.780
315.512 2.772
318.345 2.762
321.075 2.754
323.887 2.743
326.600 2.734
330.023 2.715
332.707 2.706
335.470 2.696
338.137 2.687
340.880 2.677
343.528 2.668
346.251 2.658
348.879 2.648
352.141 2.633
354.747 2.624
357.424 2.614
360.011 2.604
362.667 2.594
365.234 2.584
367.871 2.574
370.417 2.563
373.527 2.554
376.058 2.544
378.650 2.534
381.159 2.524
383.732 2.513
386.220 2.503
388.772 2.493
391.238 2.481
394.206 2.477
396.661 2.467
399.172 2.457
401.607 2.445
404.097 2.435
406.509 2.425
408.979 2.414
411.369 2.403
414.201 2.402
416.585 2.391
419.018 2.382
421.379 2.370
423.791 2.360
426.130 2.348
428.522 2.339
430.836 2.327
433.543 2.331
435.857 2.319
438.214 2.309
440.504 2.297
442.842 2.288
445.109 2.275
447.427 2.266
449.670 2.254
452.257 2.261
454.504 2.250
456.789 2.240
459.012 2.228
461.277 2.218
463.476 2.206
465.722 2.196
467.895 2.184
470.372 2.195
472.555 2.182
474.769 2.172
476.927 2.160
479.123 2.151
481.255 2.139
483.432 2.129
485.539 2.117
487.913 2.131
490.033 2.117
492.181 2.109
494.275 2.096
496.405 2.086
498.473 2.074
500.585 2.065
502.627 2.052
504.904 2.069
506.964 2.055
509.048 2.047
511.081 2.034
513.148 2.025
515.154 2.012
517.203 2.002
519.183 1.989
521.370 2.009
523.371 1.996
525.394 1.987
527.368 1.974
529.373 1.965
531.321 1.951
533.309 1.943
535.230 1.930
537.331 1.952
539.276 1.938
541.239 1.930
543.157 1.916
545.104 1.907
546.994 1.893
548.923 1.885
550.787 1.872
552.808 1.896
554.697 1.882
556.605 1.874
558.442 1.860
560.319 1.852
562.140 1.839
564.001 1.830
565.795 1.817
567.727 1.842
569.551 1.828
571.390 1.821
573.186 1.807
575.009 1.798
576.777 1.784
578.583 1.777
580.324 1.763
582.185 1.791
583.958 1.777
585.744 1.769
587.488 1.755
589.259 1.746
590.975 1.732
592.729 1.724
594.417 1.711
596.210 1.740
597.933 1.725
599.668 1.718
601.362 1.703
603.082 1.696
604.748 1.682
606.451 1.674
608.089 1.660
609.817 1.690
611.492 1.676
613.177 1.668
614.822 1.654
616.492 1.647
618.108 1.632
619.763 1.625
621.351 1.610
623.018 1.643
624.645 1.628
626.281 1.621
627.878 1.605
629.500 1.599
631.068 1.584
632.675 1.577
634.215 1.562
635.823 1.596
637.403 1.581
638.992 1.574
640.542 1.559
642.117 1.552
643.638 1.537
645.199 1.530
646.690 1.515
648.241 1.550
649.776 1.534
651.318 1.527
652.823 1.512
654.352 1.506
655.825 1.491
657.341 1.484
658.785 1.469
660.280 1.504
661.771 1.489
663.267 1.482
664.726 1.467
666.209 1.460
667.637 1.445
669.108 1.438
670.505 1.423
671.948 1.460
673.394 1.444
674.845 1.437
676.259 1.422
677.697 1.415
679.080 1.402
680.506 1.394
681.858 1.379
683.250 1.415
684.651 1.400
686.058 1.394
687.428 1.378
688.822 1.371
690.160 1.355
691.543 1.349
692.849 1.334
694.190 1.372
695.548 1.355
696.911 1.349
698.235 1.333
699.587 1.326
700.879 1.311
702.219 1.305
703.480 1.290
704.771 1.328
706.086 1.311
707.404 1.305
708.686 1.288
709.993 1.283
711.242 1.267
712.539 1.262
713.756 1.247
714.998 1.284
716.269 1.267
717.544 1.262
718.781 1.246
720.046 1.240
721.250 1.224
722.505 1.219
723.676 1.202
724.870 1.240
726.099 1.224
727.329 1.218
728.522 1.202
729.744 1.197
730.905 1.180
732.117 1.176
733.243 1.158
734.390 1.197
735.574 1.179
736.762 1.175
737.910 1.157
739.090 1.153
740.206 1.136
741.375 1.132
742.458 1.116
743.556 1.154
744.697 1.135
745.842 1.131
746.947 1.116
748.084 1.110
749.155 1.093
750.283 1.089
751.320 1.072
752.370 1.110
753.468 1.091
754.568 1.089
755.628 1.071
756.722 1.067
757.749 1.051
758.836 1.047
759.828 1.029
